"sample_id","series","title","characteristics","day_estimate","condition"
"GSM3767957","GSE131236","Sample 1_I025","cell line source: iPSC line 1 | cell type: iPSC-cardiomyocytes (iPSC-CMs) | culture period: Day 30",30,"Maturing"
"GSM3767958","GSE131236","Sample 2_I026","cell line source: iPSC line 2 | cell type: iPSC-cardiomyocytes (iPSC-CMs) | culture period: Day 30",30,"Maturing"
"GSM3767959","GSE131236","Sample 3_I027","cell line source: iPSC line 1 | cell type: iPSC-cardiomyocytes (iPSC-CMs) | culture period: Day 90",90,"Maturing"
"GSM3767960","GSE131236","Sample 4_I028","cell line source: iPSC line 2 | cell type: iPSC-cardiomyocytes (iPSC-CMs) | culture period: Day 90",90,"Maturing"
"GSM3273196","GSE117192","H20682_A","cell line: H20682,Sex: Female,population: Caucasian,treatment: normoxia",60,"Maturing"
"GSM3273197","GSE117192","H20682_B","cell line: H20682,Sex: Female,population: Caucasian,treatment: hypoxia",60,"Maturing"
"GSM3273198","GSE117192","H20682_C","cell line: H20682,Sex: Female,population: Caucasian,treatment: re-oxygenation1",60,"Maturing"
"GSM3273199","GSE117192","H20682_D","cell line: H20682,Sex: Female,population: Caucasian,treatment: re-oxygenation2",60,"Maturing"
"GSM3273200","GSE117192","H20961_A","cell line: H20961,Sex: Male,population: Caucasian,treatment: normoxia",60,"Maturing"
"GSM3273201","GSE117192","H20961_B","cell line: H20961,Sex: Male,population: Caucasian,treatment: hypoxia",60,"Maturing"
"GSM3273202","GSE117192","H20961_C","cell line: H20961,Sex: Male,population: Caucasian,treatment: re-oxygenation1",60,"Maturing"
"GSM3273203","GSE117192","H20961_D","cell line: H20961,Sex: Male,population: Caucasian,treatment: re-oxygenation2",60,"Maturing"
"GSM3273204","GSE117192","H21792_A","cell line: H21792,Sex: Female,population: Caucasian,treatment: normoxia",60,"Maturing"
"GSM3273205","GSE117192","H21792_B","cell line: H21792,Sex: Female,population: Caucasian,treatment: hypoxia",60,"Maturing"
"GSM3273206","GSE117192","H21792_C","cell line: H21792,Sex: Female,population: Caucasian,treatment: re-oxygenation1",60,"Maturing"
"GSM3273207","GSE117192","H21792_D","cell line: H21792,Sex: Female,population: Caucasian,treatment: re-oxygenation2",60,"Maturing"
"GSM3273208","GSE117192","H21792R_A","cell line: H21792,Sex: Female,population: Caucasian,treatment: normoxia",60,"Maturing"
"GSM3273209","GSE117192","H21792R_B","cell line: H21792,Sex: Female,population: Caucasian,treatment: hypoxia",60,"Maturing"
"GSM3273210","GSE117192","H21792R_C","cell line: H21792,Sex: Female,population: Caucasian,treatment: re-oxygenation1",60,"Maturing"
"GSM3273211","GSE117192","H21792R_D","cell line: H21792,Sex: Female,population: Caucasian,treatment: re-oxygenation2",60,"Maturing"
"GSM3273212","GSE117192","H22422_A","cell line: H22422,Sex: Female,population: Caucasian,treatment: normoxia",60,"Maturing"
"GSM3273213","GSE117192","H22422_B","cell line: H22422,Sex: Female,population: Caucasian,treatment: hypoxia",60,"Maturing"
"GSM3273214","GSE117192","H22422_C","cell line: H22422,Sex: Female,population: Caucasian,treatment: re-oxygenation1",60,"Maturing"
"GSM3273215","GSE117192","H22422_D","cell line: H22422,Sex: Female,population: Caucasian,treatment: re-oxygenation2",60,"Maturing"
"GSM3273216","GSE117192","H24280_A","cell line: H24280,Sex: Female,population: Caucasian,treatment: normoxia",60,"Maturing"
"GSM3273217","GSE117192","H24280_B","cell line: H24280,Sex: Female,population: Caucasian,treatment: hypoxia",60,"Maturing"
"GSM3273218","GSE117192","H24280_C","cell line: H24280,Sex: Female,population: Caucasian,treatment: re-oxygenation1",60,"Maturing"
"GSM3273219","GSE117192","H24280_D","cell line: H24280,Sex: Female,population: Caucasian,treatment: re-oxygenation2",60,"Maturing"
"GSM3273220","GSE117192","H25237_A","cell line: H25237,Sex: Female,population: Caucasian,treatment: normoxia",60,"Maturing"
"GSM3273221","GSE117192","H25237_B","cell line: H25237,Sex: Female,population: Caucasian,treatment: hypoxia",60,"Maturing"
"GSM3273222","GSE117192","H25237_C","cell line: H25237,Sex: Female,population: Caucasian,treatment: re-oxygenation1",60,"Maturing"
"GSM3273223","GSE117192","H25237_D","cell line: H25237,Sex: Female,population: Caucasian,treatment: re-oxygenation2",60,"Maturing"
"GSM3273224","GSE117192","H25237R_A","cell line: H25237,Sex: Female,population: Caucasian,treatment: normoxia",60,"Maturing"
"GSM3273225","GSE117192","H25237R_B","cell line: H25237,Sex: Female,population: Caucasian,treatment: hypoxia",60,"Maturing"
"GSM3273226","GSE117192","H25237R_C","cell line: H25237,Sex: Female,population: Caucasian,treatment: re-oxygenation1",60,"Maturing"
"GSM3273227","GSE117192","H25237R_D","cell line: H25237,Sex: Female,population: Caucasian,treatment: re-oxygenation2",60,"Maturing"
"GSM3273228","GSE117192","H28126_A","cell line: H28126,Sex: Male,population: Caucasian,treatment: normoxia",60,"Maturing"
"GSM3273229","GSE117192","H28126_B","cell line: H28126,Sex: Male,population: Caucasian,treatment: hypoxia",60,"Maturing"
"GSM3273230","GSE117192","H28126_C","cell line: H28126,Sex: Male,population: Caucasian,treatment: re-oxygenation1",60,"Maturing"
"GSM3273231","GSE117192","H28126_D","cell line: H28126,Sex: Male,population: Caucasian,treatment: re-oxygenation2",60,"Maturing"
"GSM3273232","GSE117192","H28815_A","cell line: H28815,Sex: Male,population: Caucasian,treatment: normoxia",60,"Maturing"
"GSM3273233","GSE117192","H28815_B","cell line: H28815,Sex: Male,population: Caucasian,treatment: hypoxia",60,"Maturing"
"GSM3273234","GSE117192","H28815_C","cell line: H28815,Sex: Male,population: Caucasian,treatment: re-oxygenation1",60,"Maturing"
"GSM3273235","GSE117192","H28815_D","cell line: H28815,Sex: Male,population: Caucasian,treatment: re-oxygenation2",60,"Maturing"
"GSM3273236","GSE117192","H28815R_A","cell line: H28815,Sex: Male,population: Caucasian,treatment: normoxia",60,"Maturing"
"GSM3273237","GSE117192","H28815R_B","cell line: H28815,Sex: Male,population: Caucasian,treatment: hypoxia",60,"Maturing"
"GSM3273238","GSE117192","H28815R_C","cell line: H28815,Sex: Male,population: Caucasian,treatment: re-oxygenation1",60,"Maturing"
"GSM3273239","GSE117192","H28815R_D","cell line: H28815,Sex: Male,population: Caucasian,treatment: re-oxygenation2",60,"Maturing"
"GSM2343662","GTEx","total RNA-seq from heart left ventricle (ENCLB273VNM)","tissue_type: heart left ventricle,biomaterial_type: tissue,description: Heart (left ventricle) tissue from received by the Gingeras lab to do RNA-Seq assay on from GTEx.,biosample encode accession: ENCBS323ATG (SAMN05897087),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS323ATG at ENCODE; https://www.encodeproject.org/ENCBS323ATG/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/",999,"Adult"
"GSM2343702","GTEx","total RNA-seq from heart left ventricle (ENCLB327BGU)","tissue_type: heart left ventricle,biomaterial_type: tissue,description: Heart (left ventricle) tissue from received by the Gingeras lab to do RNA-Seq assay on from GTEx.,biosample encode accession: ENCBS038PFI (SAMN05896802),age: 51 year,dev stage: adult,donor_id: ENCDO271OUW,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS038PFI at ENCODE; https://www.encodeproject.org/ENCBS038PFI/,link: Derived from ENCODE donor ENCDO271OUW; https://www.encodeproject.org/ENCDO271OUW/",999,"Adult"
"GSM2343722","GTEx","total RNA-seq from right atrium auricular region (ENCLB789RBC)","tissue_type: right atrium auricular region,biomaterial_type: tissue,description: Atrial appendage tissue from received by the Gingeras lab to do RNA-Seq assay on from GTEx.,biosample encode accession: ENCBS269BVG (SAMN05897036),age: 51 year,dev stage: adult,donor_id: ENCDO271OUW,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS269BVG at ENCODE; https://www.encodeproject.org/ENCBS269BVG/,link: Derived from ENCODE donor ENCDO271OUW; https://www.encodeproject.org/ENCDO271OUW/",999,"Adult"
"GSM2343865","GTEx","total RNA-seq from right atrium auricular region (ENCLB471FWT)","tissue_type: right atrium auricular region,biomaterial_type: tissue,description: Atrial appendage tissue from received by the Gingeras lab to do RNA-Seq assay on from GTEx.,biosample encode accession: ENCBS357SRJ (SAMN05897119),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS357SRJ at ENCODE; https://www.encodeproject.org/ENCBS357SRJ/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/",999,"Adult"
"GSM3465274","GSE122380","18489_0","individual: 18489,time: differentiation day 0,cell type: iPSCs",0,"Embryonic"
"GSM3465275","GSE122380","18489_10","individual: 18489,time: differentiation day 10,cell type: differentiating iPSC-derived cardiomyocytes",10,"Embryonic"
"GSM3465276","GSE122380","18489_11","individual: 18489,time: differentiation day 11,cell type: differentiating iPSC-derived cardiomyocytes",11,"Embryonic"
"GSM3465277","GSE122380","18489_12","individual: 18489,time: differentiation day 12,cell type: differentiating iPSC-derived cardiomyocytes",12,"Embryonic"
"GSM3465278","GSE122380","18489_13","individual: 18489,time: differentiation day 13,cell type: differentiating iPSC-derived cardiomyocytes",13,"Embryonic"
"GSM3465279","GSE122380","18489_14","individual: 18489,time: differentiation day 14,cell type: differentiating iPSC-derived cardiomyocytes",14,"Embryonic"
"GSM3465280","GSE122380","18489_15","individual: 18489,time: differentiation day 15,cell type: differentiating iPSC-derived cardiomyocytes",15,"Embryonic"
"GSM3465281","GSE122380","18489_1","individual: 18489,time: differentiation day 1,cell type: differentiating iPSC-derived cardiomyocytes",1,"Embryonic"
"GSM3465282","GSE122380","18489_2","individual: 18489,time: differentiation day 2,cell type: differentiating iPSC-derived cardiomyocytes",2,"Embryonic"
"GSM3465283","GSE122380","18489_3","individual: 18489,time: differentiation day 3,cell type: differentiating iPSC-derived cardiomyocytes",3,"Embryonic"
"GSM3465284","GSE122380","18489_4","individual: 18489,time: differentiation day 4,cell type: differentiating iPSC-derived cardiomyocytes",4,"Embryonic"
"GSM3465285","GSE122380","18489_5","individual: 18489,time: differentiation day 5,cell type: differentiating iPSC-derived cardiomyocytes",5,"Embryonic"
"GSM3465286","GSE122380","18489_6","individual: 18489,time: differentiation day 6,cell type: differentiating iPSC-derived cardiomyocytes",6,"Embryonic"
"GSM3465287","GSE122380","18489_7","individual: 18489,time: differentiation day 7,cell type: differentiating iPSC-derived cardiomyocytes",7,"Embryonic"
"GSM3465288","GSE122380","18489_8","individual: 18489,time: differentiation day 8,cell type: differentiating iPSC-derived cardiomyocytes",8,"Embryonic"
"GSM3465289","GSE122380","18489_9","individual: 18489,time: differentiation day 9,cell type: differentiating iPSC-derived cardiomyocytes",9,"Embryonic"
"GSM3465290","GSE122380","18499_0","individual: 18499,time: differentiation day 0,cell type: iPSCs",0,"Embryonic"
"GSM3465291","GSE122380","18499_10","individual: 18499,time: differentiation day 10,cell type: differentiating iPSC-derived cardiomyocytes",10,"Embryonic"
"GSM3465292","GSE122380","18499_11","individual: 18499,time: differentiation day 11,cell type: differentiating iPSC-derived cardiomyocytes",11,"Embryonic"
"GSM3465293","GSE122380","18499_12","individual: 18499,time: differentiation day 12,cell type: differentiating iPSC-derived cardiomyocytes",12,"Embryonic"
"GSM3465294","GSE122380","18499_13","individual: 18499,time: differentiation day 13,cell type: differentiating iPSC-derived cardiomyocytes",13,"Embryonic"
"GSM3465295","GSE122380","18499_14","individual: 18499,time: differentiation day 14,cell type: differentiating iPSC-derived cardiomyocytes",14,"Embryonic"
"GSM3465296","GSE122380","18499_15","individual: 18499,time: differentiation day 15,cell type: differentiating iPSC-derived cardiomyocytes",15,"Embryonic"
"GSM3465297","GSE122380","18499_1","individual: 18499,time: differentiation day 1,cell type: differentiating iPSC-derived cardiomyocytes",1,"Embryonic"
"GSM3465298","GSE122380","18499_2","individual: 18499,time: differentiation day 2,cell type: differentiating iPSC-derived cardiomyocytes",2,"Embryonic"
"GSM3465299","GSE122380","18499_3","individual: 18499,time: differentiation day 3,cell type: differentiating iPSC-derived cardiomyocytes",3,"Embryonic"
"GSM3465300","GSE122380","18499_4","individual: 18499,time: differentiation day 4,cell type: differentiating iPSC-derived cardiomyocytes",4,"Embryonic"
"GSM3465301","GSE122380","18499_5","individual: 18499,time: differentiation day 5,cell type: differentiating iPSC-derived cardiomyocytes",5,"Embryonic"
"GSM3465302","GSE122380","18499_6","individual: 18499,time: differentiation day 6,cell type: differentiating iPSC-derived cardiomyocytes",6,"Embryonic"
"GSM3465303","GSE122380","18499_7","individual: 18499,time: differentiation day 7,cell type: differentiating iPSC-derived cardiomyocytes",7,"Embryonic"
"GSM3465304","GSE122380","18499_8","individual: 18499,time: differentiation day 8,cell type: differentiating iPSC-derived cardiomyocytes",8,"Embryonic"
"GSM3465305","GSE122380","18499_9","individual: 18499,time: differentiation day 9,cell type: differentiating iPSC-derived cardiomyocytes",9,"Embryonic"
"GSM3465306","GSE122380","18505_0","individual: 18505,time: differentiation day 0,cell type: iPSCs",0,"Embryonic"
"GSM3465307","GSE122380","18505_10","individual: 18505,time: differentiation day 10,cell type: differentiating iPSC-derived cardiomyocytes",10,"Embryonic"
"GSM3465308","GSE122380","18505_11","individual: 18505,time: differentiation day 11,cell type: differentiating iPSC-derived cardiomyocytes",11,"Embryonic"
"GSM3465309","GSE122380","18505_12","individual: 18505,time: differentiation day 12,cell type: differentiating iPSC-derived cardiomyocytes",12,"Embryonic"
"GSM3465310","GSE122380","18505_13","individual: 18505,time: differentiation day 13,cell type: differentiating iPSC-derived cardiomyocytes",13,"Embryonic"
"GSM3465311","GSE122380","18505_14","individual: 18505,time: differentiation day 14,cell type: differentiating iPSC-derived cardiomyocytes",14,"Embryonic"
"GSM3465312","GSE122380","18505_15","individual: 18505,time: differentiation day 15,cell type: differentiating iPSC-derived cardiomyocytes",15,"Embryonic"
"GSM3465313","GSE122380","18505_1","individual: 18505,time: differentiation day 1,cell type: differentiating iPSC-derived cardiomyocytes",1,"Embryonic"
"GSM3465314","GSE122380","18505_2","individual: 18505,time: differentiation day 2,cell type: differentiating iPSC-derived cardiomyocytes",2,"Embryonic"
"GSM3465315","GSE122380","18505_3","individual: 18505,time: differentiation day 3,cell type: differentiating iPSC-derived cardiomyocytes",3,"Embryonic"
"GSM3465316","GSE122380","18505_4","individual: 18505,time: differentiation day 4,cell type: differentiating iPSC-derived cardiomyocytes",4,"Embryonic"
"GSM3465317","GSE122380","18505_5","individual: 18505,time: differentiation day 5,cell type: differentiating iPSC-derived cardiomyocytes",5,"Embryonic"
"GSM3465318","GSE122380","18505_6","individual: 18505,time: differentiation day 6,cell type: differentiating iPSC-derived cardiomyocytes",6,"Embryonic"
"GSM3465319","GSE122380","18505_7","individual: 18505,time: differentiation day 7,cell type: differentiating iPSC-derived cardiomyocytes",7,"Embryonic"
"GSM3465320","GSE122380","18505_8","individual: 18505,time: differentiation day 8,cell type: differentiating iPSC-derived cardiomyocytes",8,"Embryonic"
"GSM3465321","GSE122380","18505_9","individual: 18505,time: differentiation day 9,cell type: differentiating iPSC-derived cardiomyocytes",9,"Embryonic"
"GSM3465322","GSE122380","18508_0","individual: 18508,time: differentiation day 0,cell type: iPSCs",0,"Embryonic"
"GSM3465323","GSE122380","18508_10","individual: 18508,time: differentiation day 10,cell type: differentiating iPSC-derived cardiomyocytes",10,"Embryonic"
"GSM3465324","GSE122380","18508_11","individual: 18508,time: differentiation day 11,cell type: differentiating iPSC-derived cardiomyocytes",11,"Embryonic"
"GSM3465325","GSE122380","18508_12","individual: 18508,time: differentiation day 12,cell type: differentiating iPSC-derived cardiomyocytes",12,"Embryonic"
"GSM3465326","GSE122380","18508_13","individual: 18508,time: differentiation day 13,cell type: differentiating iPSC-derived cardiomyocytes",13,"Embryonic"
"GSM3465327","GSE122380","18508_14","individual: 18508,time: differentiation day 14,cell type: differentiating iPSC-derived cardiomyocytes",14,"Embryonic"
"GSM3465328","GSE122380","18508_15","individual: 18508,time: differentiation day 15,cell type: differentiating iPSC-derived cardiomyocytes",15,"Embryonic"
"GSM3465329","GSE122380","18508_1","individual: 18508,time: differentiation day 1,cell type: differentiating iPSC-derived cardiomyocytes",1,"Embryonic"
"GSM3465330","GSE122380","18508_2","individual: 18508,time: differentiation day 2,cell type: differentiating iPSC-derived cardiomyocytes",2,"Embryonic"
"GSM3465331","GSE122380","18508_3","individual: 18508,time: differentiation day 3,cell type: differentiating iPSC-derived cardiomyocytes",3,"Embryonic"
"GSM3465332","GSE122380","18508_4","individual: 18508,time: differentiation day 4,cell type: differentiating iPSC-derived cardiomyocytes",4,"Embryonic"
"GSM3465333","GSE122380","18508_5","individual: 18508,time: differentiation day 5,cell type: differentiating iPSC-derived cardiomyocytes",5,"Embryonic"
"GSM3465334","GSE122380","18508_6","individual: 18508,time: differentiation day 6,cell type: differentiating iPSC-derived cardiomyocytes",6,"Embryonic"
"GSM3465335","GSE122380","18508_7","individual: 18508,time: differentiation day 7,cell type: differentiating iPSC-derived cardiomyocytes",7,"Embryonic"
"GSM3465336","GSE122380","18508_8","individual: 18508,time: differentiation day 8,cell type: differentiating iPSC-derived cardiomyocytes",8,"Embryonic"
"GSM3465337","GSE122380","18508_9","individual: 18508,time: differentiation day 9,cell type: differentiating iPSC-derived cardiomyocytes",9,"Embryonic"
"GSM3465338","GSE122380","18511_0","individual: 18511,time: differentiation day 0,cell type: iPSCs",0,"Embryonic"
"GSM3465339","GSE122380","18511_10","individual: 18511,time: differentiation day 10,cell type: differentiating iPSC-derived cardiomyocytes",10,"Embryonic"
"GSM3465340","GSE122380","18511_11","individual: 18511,time: differentiation day 11,cell type: differentiating iPSC-derived cardiomyocytes",11,"Embryonic"
"GSM3465341","GSE122380","18511_12","individual: 18511,time: differentiation day 12,cell type: differentiating iPSC-derived cardiomyocytes",12,"Embryonic"
"GSM3465342","GSE122380","18511_13","individual: 18511,time: differentiation day 13,cell type: differentiating iPSC-derived cardiomyocytes",13,"Embryonic"
"GSM3465343","GSE122380","18511_14","individual: 18511,time: differentiation day 14,cell type: differentiating iPSC-derived cardiomyocytes",14,"Embryonic"
"GSM3465344","GSE122380","18511_15","individual: 18511,time: differentiation day 15,cell type: differentiating iPSC-derived cardiomyocytes",15,"Embryonic"
"GSM3465345","GSE122380","18511_1","individual: 18511,time: differentiation day 1,cell type: differentiating iPSC-derived cardiomyocytes",1,"Embryonic"
"GSM3465346","GSE122380","18511_2","individual: 18511,time: differentiation day 2,cell type: differentiating iPSC-derived cardiomyocytes",2,"Embryonic"
"GSM3465347","GSE122380","18511_3","individual: 18511,time: differentiation day 3,cell type: differentiating iPSC-derived cardiomyocytes",3,"Embryonic"
"GSM3465348","GSE122380","18511_4","individual: 18511,time: differentiation day 4,cell type: differentiating iPSC-derived cardiomyocytes",4,"Embryonic"
"GSM3465349","GSE122380","18511_5","individual: 18511,time: differentiation day 5,cell type: differentiating iPSC-derived cardiomyocytes",5,"Embryonic"
"GSM3465350","GSE122380","18511_6","individual: 18511,time: differentiation day 6,cell type: differentiating iPSC-derived cardiomyocytes",6,"Embryonic"
"GSM3465351","GSE122380","18511_7","individual: 18511,time: differentiation day 7,cell type: differentiating iPSC-derived cardiomyocytes",7,"Embryonic"
"GSM3465352","GSE122380","18511_8","individual: 18511,time: differentiation day 8,cell type: differentiating iPSC-derived cardiomyocytes",8,"Embryonic"
"GSM3465353","GSE122380","18511_9","individual: 18511,time: differentiation day 9,cell type: differentiating iPSC-derived cardiomyocytes",9,"Embryonic"
"GSM3465354","GSE122380","18517_0","individual: 18517,time: differentiation day 0,cell type: iPSCs",0,"Embryonic"
"GSM3465355","GSE122380","18517_10","individual: 18517,time: differentiation day 10,cell type: differentiating iPSC-derived cardiomyocytes",10,"Embryonic"
"GSM3465356","GSE122380","18517_11","individual: 18517,time: differentiation day 11,cell type: differentiating iPSC-derived cardiomyocytes",11,"Embryonic"
"GSM3465357","GSE122380","18517_12","individual: 18517,time: differentiation day 12,cell type: differentiating iPSC-derived cardiomyocytes",12,"Embryonic"
"GSM3465358","GSE122380","18517_13","individual: 18517,time: differentiation day 13,cell type: differentiating iPSC-derived cardiomyocytes",13,"Embryonic"
"GSM3465359","GSE122380","18517_14","individual: 18517,time: differentiation day 14,cell type: differentiating iPSC-derived cardiomyocytes",14,"Embryonic"
"GSM3465360","GSE122380","18517_15","individual: 18517,time: differentiation day 15,cell type: differentiating iPSC-derived cardiomyocytes",15,"Embryonic"
"GSM3465361","GSE122380","18517_1","individual: 18517,time: differentiation day 1,cell type: differentiating iPSC-derived cardiomyocytes",1,"Embryonic"
"GSM3465362","GSE122380","18517_2","individual: 18517,time: differentiation day 2,cell type: differentiating iPSC-derived cardiomyocytes",2,"Embryonic"
"GSM3465363","GSE122380","18517_3","individual: 18517,time: differentiation day 3,cell type: differentiating iPSC-derived cardiomyocytes",3,"Embryonic"
"GSM3465364","GSE122380","18517_4","individual: 18517,time: differentiation day 4,cell type: differentiating iPSC-derived cardiomyocytes",4,"Embryonic"
"GSM3465365","GSE122380","18517_5","individual: 18517,time: differentiation day 5,cell type: differentiating iPSC-derived cardiomyocytes",5,"Embryonic"
"GSM3465366","GSE122380","18517_6","individual: 18517,time: differentiation day 6,cell type: differentiating iPSC-derived cardiomyocytes",6,"Embryonic"
"GSM3465367","GSE122380","18517_7","individual: 18517,time: differentiation day 7,cell type: differentiating iPSC-derived cardiomyocytes",7,"Embryonic"
"GSM3465368","GSE122380","18517_8","individual: 18517,time: differentiation day 8,cell type: differentiating iPSC-derived cardiomyocytes",8,"Embryonic"
"GSM3465369","GSE122380","18517_9","individual: 18517,time: differentiation day 9,cell type: differentiating iPSC-derived cardiomyocytes",9,"Embryonic"
"GSM3465370","GSE122380","18520_0","individual: 18520,time: differentiation day 0,cell type: iPSCs",0,"Embryonic"
"GSM3465371","GSE122380","18520_10","individual: 18520,time: differentiation day 10,cell type: differentiating iPSC-derived cardiomyocytes",10,"Embryonic"
"GSM3465372","GSE122380","18520_11","individual: 18520,time: differentiation day 11,cell type: differentiating iPSC-derived cardiomyocytes",11,"Embryonic"
"GSM3465373","GSE122380","18520_12","individual: 18520,time: differentiation day 12,cell type: differentiating iPSC-derived cardiomyocytes",12,"Embryonic"
"GSM3465374","GSE122380","18520_13","individual: 18520,time: differentiation day 13,cell type: differentiating iPSC-derived cardiomyocytes",13,"Embryonic"
"GSM3465375","GSE122380","18520_14","individual: 18520,time: differentiation day 14,cell type: differentiating iPSC-derived cardiomyocytes",14,"Embryonic"
"GSM3465376","GSE122380","18520_15","individual: 18520,time: differentiation day 15,cell type: differentiating iPSC-derived cardiomyocytes",15,"Embryonic"
"GSM3465377","GSE122380","18520_1","individual: 18520,time: differentiation day 1,cell type: differentiating iPSC-derived cardiomyocytes",1,"Embryonic"
"GSM3465378","GSE122380","18520_3","individual: 18520,time: differentiation day 3,cell type: differentiating iPSC-derived cardiomyocytes",3,"Embryonic"
"GSM3465379","GSE122380","18520_4","individual: 18520,time: differentiation day 4,cell type: differentiating iPSC-derived cardiomyocytes",4,"Embryonic"
"GSM3465380","GSE122380","18520_5","individual: 18520,time: differentiation day 5,cell type: differentiating iPSC-derived cardiomyocytes",5,"Embryonic"
"GSM3465381","GSE122380","18520_6","individual: 18520,time: differentiation day 6,cell type: differentiating iPSC-derived cardiomyocytes",6,"Embryonic"
"GSM3465382","GSE122380","18520_7","individual: 18520,time: differentiation day 7,cell type: differentiating iPSC-derived cardiomyocytes",7,"Embryonic"
"GSM3465383","GSE122380","18520_8","individual: 18520,time: differentiation day 8,cell type: differentiating iPSC-derived cardiomyocytes",8,"Embryonic"
"GSM3465384","GSE122380","18520_9","individual: 18520,time: differentiation day 9,cell type: differentiating iPSC-derived cardiomyocytes",9,"Embryonic"
"GSM3465385","GSE122380","18855_0","individual: 18855,time: differentiation day 0,cell type: iPSCs",0,"Embryonic"
"GSM3465386","GSE122380","18855_10","individual: 18855,time: differentiation day 10,cell type: differentiating iPSC-derived cardiomyocytes",10,"Embryonic"
"GSM3465387","GSE122380","18855_11","individual: 18855,time: differentiation day 11,cell type: differentiating iPSC-derived cardiomyocytes",11,"Embryonic"
"GSM3465388","GSE122380","18855_12","individual: 18855,time: differentiation day 12,cell type: differentiating iPSC-derived cardiomyocytes",12,"Embryonic"
"GSM3465389","GSE122380","18855_13","individual: 18855,time: differentiation day 13,cell type: differentiating iPSC-derived cardiomyocytes",13,"Embryonic"
"GSM3465390","GSE122380","18855_14","individual: 18855,time: differentiation day 14,cell type: differentiating iPSC-derived cardiomyocytes",14,"Embryonic"
"GSM3465391","GSE122380","18855_15","individual: 18855,time: differentiation day 15,cell type: differentiating iPSC-derived cardiomyocytes",15,"Embryonic"
"GSM3465392","GSE122380","18855_1","individual: 18855,time: differentiation day 1,cell type: differentiating iPSC-derived cardiomyocytes",1,"Embryonic"
"GSM3465393","GSE122380","18855_3","individual: 18855,time: differentiation day 3,cell type: differentiating iPSC-derived cardiomyocytes",3,"Embryonic"
"GSM3465394","GSE122380","18855_4","individual: 18855,time: differentiation day 4,cell type: differentiating iPSC-derived cardiomyocytes",4,"Embryonic"
"GSM3465395","GSE122380","18855_5","individual: 18855,time: differentiation day 5,cell type: differentiating iPSC-derived cardiomyocytes",5,"Embryonic"
